netlist,score,intersections,restarts,max_reverts
"[(1, 3), (4, 2), (1, 2), (4, 5), (3, 5)]",22,0,1,0
"[(4, 2), (4, 5), (1, 3), (1, 2), (3, 5)]",22,0,1000,100
"(22, [(1, 2), (1, 3), (3, 5), (4, 2), (4, 5)])",22,0,1,1
"[(1, 3), (4, 2), (3, 5), (4, 5), (1, 2)]",22,0,100,100
"[(1, 3), (4, 2), (3, 5), (1, 2), (4, 5)]",22,0,100,100
