netlist,score,intersections,restarts,max_reverts
enkele swap, best 5
"[(1, 3), (3, 5), (3, 4), (1, 2), (2, 4), (1, 4), (5, 2)]",39,0,100,20
"[(1, 3), (2, 4), (1, 2), (3, 5), (3, 4), (1, 4), (5, 2)]",39,0,250,20
"[(1, 3), (3, 5), (3, 4), (2, 4), (1, 2), (1, 4), (5, 2)]",39,0,500,20
"[(1, 2), (1, 3), (2, 4), (3, 5), (3, 4), (1, 4), (5, 2)]",39,0,1000,20
"[(3, 4), (1, 3), (1, 2), (1, 4), (3, 5), (2, 4), (5, 2)]",41,0,5,5
"[(5, 2), (1, 2), (1, 4), (3, 4), (1, 3), (2, 4), (3, 5)]",55,0,1,0
"[(3, 4), (2, 4), (1, 4), (3, 5), (1, 3), (5, 2), (1, 2)]",43,0,1000,100
